sq_ficha,sq_taxon,Nome Cientifico,Nome Comum,Grupo Taxonômico,Categoria de Risco,Unidades de Conservação onde ocorrem,Código CNUC
13038,2025560,Apteronotus acidops,Sarapó,Peixes Continentais,Em Perigo (EN),,
14851,2025561,Apteronotus lindalvae,,Peixes Continentais,Criticamente em Perigo (CR),RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ/ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,
11666,10144,Aratinga solstitialis,Aratinga Sol/Sun Parakeet/jandaia-amarela,Aves,Em Perigo (EN),Estação Ecologica de Maracá,0000.00.0057
33848,1319757,Arawacus aethesa,Borboleta,Invertebrados Terrestres,Em Perigo (EN),PARQUE ESTADUAL DO RIO DOCE/ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,
35941,1672169,Arhysosage cactorum,Abelha/Abelha do cacto,Invertebrados Terrestres,Vulnerável (VU),,
14856,8330,Arremonops conirostris,Black-striped Sparrow/Cerquero Negrilistado/tico-tico-cantor,Aves,Vulnerável (VU),Parque Nacional do Viruá/Estação Ecologica de Maracá,0000.00.01790000.00.0057
13545,2024561,Arrhopalites alambariensis,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,
13547,2024562,Arrhopalites botuveraensis,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),,
13548,2024563,Arrhopalites gnaspinii,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,
13549,2024564,Arrhopalites heteroculatus,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL INTERVALES,
13550,2028166,Arrhopalites lawrencei,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),PARQUE ESTADUAL CAVERNA DO DIABO,
13551,2024565,Arrhopalites paranaensis,Colêmbolo/Pulga-de-jardim/Snowflea/Springtail,Invertebrados Terrestres,Criticamente em Perigo (CR),,
24450,8333,Asthenes hudsoni,Canastero pampeano/Hudson's Canastero/joão-platino,Aves,Vulnerável (VU),Parque Nacional da Lagoa do Peixe,0000.00.0140
21277,654906,Astropecten articulatus,estrela-do-mar,Invertebrados Marinhos,Vulnerável (VU),ARIE DE SãO SEBASTIãO,
21278,1447043,Astropecten brasiliensis,estrela-do-mar,Invertebrados Marinhos,Vulnerável (VU),Reserva Biológica Marinha do Arvoredo,0000.00.0214
21279,1884954,Astropecten marginatus,estrela-do-mar,Invertebrados Marinhos,Vulnerável (VU),,
31314,2025313,Astyanax eremus,Lambari/piaba,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,
31063,1814792,Astyanax jordanensis,Lambari,Peixes Continentais,Vulnerável (VU),ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA,
30199,10236,Ateles belzebuth,Long-haired spider monkey/Macaco aranha/Macaco-aranha/coatá/maquisapa/marimona/marimonda/mono araña común/mono araña de vientre amarillo/white-bellied spider monkey,Mamíferos,Vulnerável (VU),Parque Nacional da Serra da Mocidade/Parque Nacional do Jaú/Parque Nacional do Pico da Neblina/Estação Ecologica de Caracaraí/Estação Ecologica de Maracá/Estação Ecologica de Niquiá/Floresta Nacional do Amazonas/Floresta Nacional de Roraima/PARQUE ESTADUAL SERRA DO ARACÁ,0000.00.01890000.00.01730000.00.01770000.00.00510000.00.00570000.00.00600000.00.01140000.00.0106
30200,10235,Ateles chamek,Atèle à face noire (Francês)/Black-faced black spider monkey/Chamek spider monkey/Coatá/Coatá-preto/Macaco-aranha/Macaco-aranha-da-cara-preta/Maquisapa/Marimono/Mono araña negro/Peruvian spider monkey/Schwarzgesicht-klammeraffe (Alemão),Mamíferos,Vulnerável (VU),Estação Ecologica da Serra das Araras/Estação Ecologica de Iquê/Floresta Nacional do Jamari/Floresta Nacional do Purus/Parque Nacional dos Campos Amazônicos/Parque Nacional da Serra da Cutia/Parque Nacional da Serra do Divisor/Parque Nacional do Juruena/Parque Nacional Mapinguari/Parque Nacional Pacaás Novos/Reserva Biológica do Jaru/Reserva Extrativista Riozinho da Liberdade/Reserva Extrativista Alto Tarauacá/Reserva Extrativista Barreiro das Antas/Estação Ecologica de Cuniã/Estação Ecologica do Rio Acre/Floresta Nacional Tefé/Reserva Biológica do Abufari/Reserva Extrativista Baixo Juruá/Estação Ecologica de Jutaí-Solimões/Estação Ecologica de Juami-Japurá/Floresta Nacional do Amaná/Parque Nacional da Amazônia/Reserva Biológica do Guaporé/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ/PARQUE ESTADUAL SERRA RICARDO FRANCO/PARQUE ESTADUAL DE GUAJARÁ-MIRIM/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM/RESERVA BIOLÓGICA RIO OURO PRETO/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS/PARQUE ESTADUAL CHANDLESS/RESERVA BIOLÓGICA TRAÇADAL/ESTAÇÃO ECOLÓGICA SAMUEL/RESERVA EXTRATIVISTA DO RIO GREGÓRIO/ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS,0000.00.00750000.00.00550000.00.01180000.00.01210000.00.02840000.00.01880000.00.01490000.00.02810000.00.16330000.00.01630000.00.02080000.00.02570000.00.02740000.00.02210000.00.00530000.00.00680000.00.01120000.00.01940000.00.02300000.00.00560000.00.00720000.00.02710000.00.01360000.00.0206
30201,10232,Ateles marginatus,Coatá-da-testa-branca/Cuamba (Pará)/Guatá (Mato Grosso)/Macaco-aranha/White-cheeked Spider Monkey/White-fronted Spider Monkey/White-whiskered Spider Monkey,Mamíferos,Em Perigo (EN),Floresta Nacional do Crepori/Floresta Nacional do Jamanxim/Floresta Nacional do Trairão/Parque Nacional da Amazônia/Parque Nacional da Serra do Pardo/Parque Nacional do Jamanxim/Reserva Biológica Nascentes da Serra do Cachimbo/Área de Proteção Ambiental do Tapajós/Reserva Extrativista Rio Iriri/Reserva Extrativista Rio Xingu/Reserva Extrativista Riozinho do Anfrísio/Floresta Nacional de Altamira/Floresta Nacional de Itaituba I/Floresta Nacional de Itaituba II/Floresta Nacional de Tapajós/Estação Ecológica da Terra do Meio,0000.00.02700000.00.02660000.00.02650000.00.01360000.00.01510000.00.02670000.00.02160000.00.02680000.00.02800000.00.16350000.00.02580000.00.00830000.00.00950000.00.00960000.00.01230000.00.0047
14022,17454,Atelocynus microtis,"Cachorro-do-mato-de-orelhas-curtas/cachorro-do-mato-de-orelhas-curtas/perro de monte, perro de orejas cortas/perro de orejas cortas/renard à petites oreilles/short-eared dog/small-eared dog/small-eared zorro/zorro negro/zorro ojizarco",Mamíferos,Vulnerável (VU),Floresta Nacional do Jamari/Parque Nacional dos Campos Amazônicos/Parque Nacional Mapinguari/Reserva Biológica do Jaru/Reserva Extrativista Alto Tarauacá/Reserva Extrativista Médio Juruá/Floresta Nacional do Trairão/Parque Nacional da Amazônia/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ/PARQUE ESTADUAL DE GUAJARÁ-MIRIM/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS/PARQUE ESTADUAL CHANDLESS/ESTAÇÃO ECOLÓGICA SAMUEL/PARQUE ESTADUAL CRISTALINO,0000.00.01180000.00.02840000.00.16330000.00.02080000.00.02740000.00.02350000.00.02650000.00.0136
36388,2024780,Ateuchus squalidus,,Invertebrados Terrestres,Vulnerável (VU),Parque Nacional Restinga de Jurubatiba/ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,0000.00.0141
24868,2025426,Atlantirivulus lazzarotoi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24870,2025428,Atlantirivulus maricensis,,Peixes Continentais,Criticamente em Perigo (CR),,
24871,2025429,Atlantirivulus nudiventris,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24876,2025434,Atlantirivulus simplicis,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
15785,457942,Atlantoraja castelnaui,Raia-chita/emplastro/emplastro-marcela/emplastro-pintado/raia-chita/raia-marcela,Peixes Marinhos,Em Perigo (EN),Estação Ecológica de Tupinambás/Monumento Natural Arquipélago das Ilhas Cagarras/Reserva Extrativista Arraial do Cabo/Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Reserva Biológica Marinha do Arvoredo/Refúgio de Vida Silvestre do Arquipélago de Alcatrazes/APA MARINHA DO LITORAL SUL/APA MARINHA DO LITORAL CENTRO/APA MARINHA DO LITORAL NORTE/RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO,0000.00.00640000.00.00340000.00.02510000.00.00140000.00.02140000.00.3432
25532,2023365,Atractus caete,cobra-da-terra-da-floresta,Répteis,Em Perigo (EN),Reserva Biológica de Pedra Talhada,0000.00.0197
25536,2023367,Atractus hoogmoedi,,Répteis,Em Perigo (EN),,
25539,2023368,Atractus ronnie,cobra-da-terra-dos-brejos,Répteis,Em Perigo (EN),Parque Nacional de Ubajara/Área de Proteção Ambiental da Serra da Ibiapaba/Floresta Nacional do Araripe-Apodi/Área de Proteção Ambiental Chapada do Araripe/ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,0000.00.01670000.00.00290000.00.01150000.00.0008
25540,1518080,Atractus serranus,Sao Paulo Ground Snake,Répteis,Vulnerável (VU),ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS/PARQUE ESTADUAL DA SERRA DO MAR,
25541,1531076,Atractus thalesdelemai,cobra-da-terra-do-sul,Répteis,Em Perigo (EN),,
26173,582416,Atta robusta,formiga-cortadeira/saúva-preta,Invertebrados Terrestres,Vulnerável (VU),Reserva Extrativista Marinha de Soure/Área de Proteção Ambiental Costa das Algas/Reserva Biológica de Comboios/PARQUE ESTADUAL DE ITAÚNAS/PARQUE NATURAL MUNICIPAL DE GRUMARI/PARQUE NATURAL MUNICIPAL DE MARAPENDI,0000.00.02540000.00.19120000.00.0195
24454,2025999,Attila spadiceus uropygiatus,capitão-de-saíra-amarelo,Aves,Vulnerável (VU),,
12165,10254,Augastes lumachella,Colibrí Lumaquela/Hooded Visorbearer/beija-flor-de-gravata-vermelha,Aves,Em Perigo (EN),Parque Nacional da Chapada Diamantina/Área de Proteção Ambiental do Boqueirao da Onça/MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO/ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS/PARQUE ESTADUAL DAS SETE PASSAGENS/PARQUE NATURAL MUNICIPAL DAS ANDORINHAS/PARQUE ESTADUAL DO MORRO DO CHAPÉU/ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS/IRAQUARA,0000.00.01370000.00.3655
24878,398944,Austrolebias adloffi,Peixe-anual,Peixes Continentais,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE,
24879,398452,Austrolebias alexandri,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24880,398541,Austrolebias arachan,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24881,398941,Austrolebias carvalhoi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24882,398569,Austrolebias charrua,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
24883,1603447,Austrolebias cheradophilus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
30012,398635,Austrolebias cinereus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24884,398930,Austrolebias cyaneus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24885,398932,Austrolebias ibicuiensis,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24886,398478,Austrolebias jaegari,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24887,1515781,Austrolebias juanlangi,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
24888,1675312,Austrolebias litzi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24889,398939,Austrolebias luteoflammulatus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24890,398938,Austrolebias melanoorus,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
24891,398568,Austrolebias minuano,Peixe-anual,Peixes Continentais,Em Perigo (EN),Parque Nacional da Lagoa do Peixe,0000.00.0140
24892,1920928,Austrolebias nachtigalli,Peixe-anual,Peixes Continentais,Em Perigo (EN),,
24893,398567,Austrolebias nigrofasciatus,Peixe-anual,Peixes Continentais,Vulnerável (VU),Parque Nacional da Lagoa do Peixe,0000.00.0140
24894,1790757,Austrolebias paucisquama,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
24895,398928,Austrolebias periodicus,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
24896,1440359,Austrolebias prognathus,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24897,1954961,Austrolebias univentripinnis,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),,
24898,399128,Austrolebias varzeae,Peixe-anual,Peixes Continentais,Vulnerável (VU),,
24900,1896867,Austrolebias wolterstorffi,Peixe-anual,Peixes Continentais,Criticamente em Perigo (CR),Parque Nacional da Lagoa do Peixe,0000.00.0140
24455,2022959,Automolus lammi,Pernambuco Foliage-gleaner/Ticotico de Pernambuco/barranqueiro-do-nordeste,Aves,Em Perigo (EN),Estação Ecológica de Murici/Reserva Biológica de Pedra Talhada/NGI ICMBIO COSTA DOS CORAIS/PARQUE ESTADUAL DE DOIS IRMÃOS/ESTAÇÃO ECOLÓGICA DE CAETÉS/REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú,0000.00.00590000.00.0197
34202,2023274,Bachia didactyla,,Répteis,Em Perigo (EN),,
34205,2023277,Bachia psamophila,,Répteis,Criticamente em Perigo (CR),,
32374,2024804,Baetodes capixaba,efemérida/siriruia,Invertebrados de Água Doce,Vulnerável (VU),Reserva Biológica de Augusto Ruschi,0000.00.0191
32376,2024806,Baetodes iuaquita,efemérida/siriruia,Invertebrados de Água Doce,Vulnerável (VU),Reserva Biológica de Augusto Ruschi,0000.00.0191
18651,289122,Bagropsis reinhardti,Bagre,Peixes Continentais,Vulnerável (VU),,
14477,10288,Balaenoptera borealis,Baleia-sei/Rorcual de Rudolphi/Rudophi's rorqual/baleinoptère de Rudolphi/ballena boba/ballena sei/coalfish whale/espadarte/rorcual boreal/rorcual de Rudolphi/rorqual boréal/rorqual sei/sardine whale/sei whale,Mamíferos Aquáticos,Em Perigo (EN),APA MARINHA DO LITORAL CENTRO,
14479,10284,Balaenoptera musculus,Baleia-azul/Ballena azul/Blue whale/Rorqual bleu,Mamíferos Aquáticos,Criticamente em Perigo (CR),,
14480,10283,Balaenoptera physalus,Baleia-fin/Baleine fin/Baleine à nageoires/Baleinoptère commune/Ballena aleta/Ballena boba/Common rorqual/Fin whale/Fin-backed whale/Finback/Finner/Herring whale/Razorback/Rorcual común/Rorqual commun,Mamíferos Aquáticos,Em Perigo (EN),,
22438,1017489,Baryancistrus longipinnis,Acari/cari/cascudo,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI,
22439,1013913,Baryancistrus niveatus,Acari,Peixes Continentais,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL/ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL/ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI/ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SÃO SALVADOR DO TOCANTINS/PARANÃ E PALMEIRÓPOLIS,
9880,2027546,Bathytoshia centroura,Raia-prego-de-cauda-áspera/raia-amarela/raia-de-pedra/raia-prego/raia-prego-de-cauda-áspera,Peixes Marinhos,Criticamente em Perigo (CR),Reserva Biológica do Atol das Rocas/APA MARINHA DO LITORAL CENTRO,0000.00.0203
9781,10403,Blastocerus dichotomus,"Cerf des marais/Cervo-do-pantanal/Ciervo de los pantanos, Ciervo marismeño/Marsh deer/cerf des marais/ciervo de los pantanos/ciervo marismeño/marsh deer",Mamíferos,Vulnerável (VU),Parque Nacional das Nascentes do Rio Parnaíba/Parque Nacional de Ilha Grande/Parque Nacional do Pantanal Mato-grossense/Estação Ecologica de Taiamã/Parque Nacional das Emas/Parque Nacional do Araguaia/Parque Nacional da Chapada dos Veadeiros/Parque Nacional Grande Sertão Veredas/NGI ICMBIO CAUTARIO-GUAPORE/Reserva Biológica do Guaporé/ESTAÇÃO ECOLÓGICA JATAÍ/PARQUE ESTADUAL ENCONTRO DAS ÁGUAS/PARQUE ESTADUAL DO GUIRÁ/PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO/PARQUE ESTADUAL DO RIO PEIXE/PARQUE ESTADUAL DO AGUAPEÍ/PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA,0000.00.01560000.00.01610000.00.01750000.00.00620000.00.01550000.00.01680000.00.01390000.00.01830000.00.0206
15765,2027612,Boana curupi,Perereca,Anfíbios,Vulnerável (VU),Parque Nacional das Araucárias/PARQUE ESTADUAL DO TURVO/PARQUE ESTADUAL FRITZ PLAUMANN/PARQUE NATURAL MUNICIPAL DE SERTãO,0000.00.0262
21789,2300372,Boana cymbalum,Campo Grande Treefrog/Perereca-gladiadora-de-sino,Anfíbios,Criticamente em Perigo (CR),,
15766,2027623,Boana semiguttata,Perereca fantasia/Speckled Treefrog,Anfíbios,Em Perigo (EN),Parque Nacional de São Joaquim/Área de Proteção Ambiental de Guaraqueçaba/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,0000.00.01650000.00.0017
21796,1706460,Bokermannohyla vulcaniae,,Anfíbios,Criticamente em Perigo (CR),PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS,
19279,1109316,Bolitoglossa paraensis,Salamandra,Anfíbios,Em Perigo (EN),PARQUE ESTADUAL DO UTINGA,
25543,1255176,Bothrops alcatraz,jararaca-de-alcatrazes,Répteis,Criticamente em Perigo (CR),Refúgio de Vida Silvestre do Arquipélago de Alcatrazes,0000.00.3432
25544,1255190,Bothrops insularis,jararaca-ilhôa,Répteis,Criticamente em Perigo (CR),Área de Relevante Interesse Ecológico Ilha Queimada Grande e Queimada Pequena,0000.00.0037
25546,1255175,Bothrops muriciensis,Jararaca-de-Murici/jararacuçu-de-murici,Répteis,Em Perigo (EN),Estação Ecológica de Murici,0000.00.0059
25547,2023443,Bothrops otavioi,,Répteis,Criticamente em Perigo (CR),APA MARINHA DO LITORAL NORTE,
25548,1255202,Bothrops pirajai,Piraja's Lancehead/jararacuçu-tapete,Répteis,Em Perigo (EN),ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU/ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,
37302,857313,Bouchardia rosea,braquiópode,Invertebrados Marinhos,Em Perigo (EN),,
15771,1106826,Brachycephalus pernix,Pumpkin Toadlet/Sapinho-de-colete/Sapinho-dourado,Anfíbios,Criticamente em Perigo (CR),ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ,
13070,457432,Brachyhypopomus jureiae,Tuvira-da-juréia,Peixes Continentais,Em Perigo (EN),ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,
26177,1090255,Brachymyrmex micromegas,formiga,Invertebrados Terrestres,Em Perigo (EN),APA VáRZEA DO RIO TIETê/PARQUE ESTADUAL DA SERRA DO MAR,
30197,10451,Brachyteles arachnoides,Buriqui/Buriquim/Mariquina/Mono/Mono Carvoeiro/Mono Grande/Mono-carvoeiro/Muriki/Muriqui-do-sul/Muriquina/Muriquinina/Southern Muriqui/Woolly Spider Monkey,Mamíferos,Em Perigo (EN),Parque Nacional da Serra da Bocaina/Parque Nacional da Serra dos Órgãos/Área de Proteção Ambiental Bacia Hidrográfica do Rio Paraíba do Sul/Área de Proteção Ambiental de Cairuçu/Área de Proteção Ambiental de Cananéia-Iguape-Peruíbe/Área de Proteção Ambiental de Petrópolis/Área de Proteção Ambiental da Serra da Mantiqueira/Parque Nacional dos Campos Gerais/Área de Proteção Ambiental de Guaraqueçaba/Área de Proteção Ambiental das Ilhas e Várzeas do Rio Paraná/PARQUE ESTADUAL LAGAMAR DE CANANEIA/ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA/PARQUE ESTADUAL CUNHAMBEBE/PARQUE ESTADUAL DO RIO TURVO/PARQUE ESTADUAL DO JURUPARÁ/ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS/PARQUE ESTADUAL CARLOS BOTELHO/ESTAÇÃO ECOLÓGICA DE XITUÉ/PARQUE ESTADUAL CAVERNA DO DIABO/ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA/PARQUE ESTADUAL DO DESENGANO/APA MARINHA DO LITORAL NORTE/PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA/PARQUE ESTADUAL DA SERRA DO MAR/APA ITUPARARANGA/PARQUE ESTADUAL  DA ILHA DO CARDOSO/APA SERRA DO MAR,0000.00.01420000.00.01520000.00.15210000.00.00130000.00.00140000.00.00100000.00.00110000.00.02770000.00.00170000.00.0025
30198,10452,Brachyteles hypoxanthus,Mono Carvoeiro/Mono Grande/Muriki/Northern Muriqui/Woolly Spider Monkey/buriqui/buriquim/mariquina/mono/mono-carvoeiro/mono-da-cara-manchada/muriqui-do-norte/muriquina,Mamíferos,Criticamente em Perigo (CR),Parque Nacional do Alto Cariri/Parque Nacional do Monte Pascoal/Refúgio de Vida Silvestre de Una/Reserva Biológica de Augusto Ruschi/Parque Nacional do Itatiaia/Parque Nacional do Caparaó/Reserva Biológica da Mata Escura/MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA/PARQUE ESTADUAL DO RIO DOCE/PARQUE ESTADUAL SERRA DO BRIGADEIRO/REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS/PARQUE ESTADUAL ALTO DO CARIRI,0000.00.19100000.00.01820000.00.18800000.00.01910000.00.01840000.00.01600000.00.0193
22368,10472,Bradypus torquatus,Preguiça-de-coleira/aí-pixuna/maned sloth/maned three-toed sloth/preguiça-preta,Mamíferos,Vulnerável (VU),Floresta Nacional do Ibura/Parque Nacional da Serra das Lontras/Refúgio de Vida Silvestre de Una/Reserva Biológica de Augusto Ruschi/Reserva Biológica de Comboios/Reserva Biológica de Una/Reserva Extrativista de Cassurubá/Floresta Nacional de Goytacazes/Área de Proteção Ambiental da Bacia do Rio São João/Mico-Leão-Dourado/Reserva Biológica de Poço das Antas/Reserva Biológica União/ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU/PARQUE ESTADUAL DA FONTE GRANDE/ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA/PARQUE ESTADUAL DA LAGOA DO AÇU/ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO/ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO COBRE / SÃO BARTOLOMEU/ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE/PARQUE ESTADUAL DO DESENGANO/ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO/ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES/ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA/ESTAÇÃO ECOLÓGICA ESTADUAL WENCESLAU GUIMARÃES/ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU/ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA,0000.00.02690000.00.19090000.00.18800000.00.01910000.00.01950000.00.02020000.00.18080000.00.00910000.00.00050000.00.02150000.00.0217
34207,2026168,Brasiliscincus caissara,calango-liso-da-restinga,Répteis,Em Perigo (EN),,
13675,2024021,Brasilomma enigmatica,Aranha/Aranha-de-caverna,Invertebrados Terrestres,Em Perigo (EN),Área de Proteção Ambiental Carste da Lagoa Santa,0000.00.0020
